question_id,book_id,book,chapter,verse_reference,verse_start,difficulty,difficulty_rank,question_type,ui_type,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,accepted_answers,explanation,fact_id,variant_index,tags,translation,source_mode,source_url,review_status,active
PRO-12-HD-010,PRO,Proverbs,12,Proverbs 12:28,28,Hard,3,pair_match,single_select,Which reference-and-teaching pairing is correctly matched in Proverbs 12?,Proverbs 12:28 — The path of righteousness is associated with life rather than death.,Proverbs 12:28 — An excellent wife is pictured as a crown to her husband.,Proverbs 12:28 — Love of correction and instruction is linked with love of knowledge.,Proverbs 12:28 — Righteousness includes care for animals.,A,Proverbs 12:28 — The path of righteousness is associated with life rather than death.,Proverbs 12:28 — The path of righteousness is associated with life rather than death.,Proverbs 12:28 is the matching reference for this teaching.,PRO-12-F10,1,righteousness;life,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-011,PRO,Proverbs,12,Proverbs 12:1,1,Hard,3,true_false_swapped,single_select,True or false: Proverbs 12:1 teaches that an excellent wife is pictured as a crown to her husband.,True,False,,,B,False,False|F,The statement belongs with Proverbs 12:4; Proverbs 12:1 instead concerns: Love of correction and instruction is linked with love of knowledge.,PRO-12-F01,2,instruction;knowledge,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-012,PRO,Proverbs,12,Proverbs 12:4,4,Hard,3,true_false_swapped,single_select,True or false: Proverbs 12:4 teaches that righteousness includes care for animals.,True,False,,,B,False,False|F,The statement belongs with Proverbs 12:10; Proverbs 12:4 instead concerns: An excellent wife is pictured as a crown to her husband.,PRO-12-F02,2,marriage;honor,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-013,PRO,Proverbs,12,Proverbs 12:10,10,Hard,3,true_false_swapped,single_select,True or false: Proverbs 12:10 teaches that productive labor on the land is associated with sufficient food.,True,False,,,B,False,False|F,The statement belongs with Proverbs 12:11; Proverbs 12:10 instead concerns: Righteousness includes care for animals.,PRO-12-F03,2,righteousness;animals,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-014,PRO,Proverbs,12,Proverbs 12:11,11,Hard,3,true_false_swapped,single_select,"True or false: Proverbs 12:11 teaches that a fool trusts his own way, while the wise listen to counsel.",True,False,,,B,False,False|F,The statement belongs with Proverbs 12:15; Proverbs 12:11 instead concerns: Productive labor on the land is associated with sufficient food.,PRO-12-F04,2,work;provision,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-015,PRO,Proverbs,12,Proverbs 12:15,15,Hard,3,true_false_swapped,single_select,True or false: Proverbs 12:15 teaches that careless words are portrayed as wounding like a weapon.,True,False,,,B,False,False|F,"The statement belongs with Proverbs 12:18; Proverbs 12:15 instead concerns: A fool trusts his own way, while the wise listen to counsel.",PRO-12-F05,2,fool;counsel,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-016,PRO,Proverbs,12,Proverbs 12:18,18,Hard,3,true_false_swapped,single_select,"True or false: Proverbs 12:18 teaches that false speech is condemned, while truthful dealing pleases the LORD.",True,False,,,B,False,False|F,The statement belongs with Proverbs 12:22; Proverbs 12:18 instead concerns: Careless words are portrayed as wounding like a weapon.,PRO-12-F06,2,speech;imagery,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-017,PRO,Proverbs,12,Proverbs 12:22,22,Hard,3,true_false_swapped,single_select,True or false: Proverbs 12:22 teaches that diligence is associated with leadership rather than forced labor.,True,False,,,B,False,False|F,"The statement belongs with Proverbs 12:24; Proverbs 12:22 instead concerns: False speech is condemned, while truthful dealing pleases the LORD.",PRO-12-F07,2,truth;lying,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-018,PRO,Proverbs,12,Proverbs 12:24,24,Hard,3,true_false_swapped,single_select,True or false: Proverbs 12:24 teaches that encouraging speech can lift a burdened heart.,True,False,,,B,False,False|F,The statement belongs with Proverbs 12:25; Proverbs 12:24 instead concerns: Diligence is associated with leadership rather than forced labor.,PRO-12-F08,2,diligence;leadership,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-019,PRO,Proverbs,12,Proverbs 12:25,25,Hard,3,true_false_swapped,single_select,True or false: Proverbs 12:25 teaches that the path of righteousness is associated with life rather than death.,True,False,,,B,False,False|F,The statement belongs with Proverbs 12:28; Proverbs 12:25 instead concerns: Encouraging speech can lift a burdened heart.,PRO-12-F09,2,encouragement;anxiety,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-020,PRO,Proverbs,12,Proverbs 12:28,28,Hard,3,true_false_swapped,single_select,True or false: Proverbs 12:28 teaches that love of correction and instruction is linked with love of knowledge.,True,False,,,B,False,False|F,The statement belongs with Proverbs 12:1; Proverbs 12:28 instead concerns: The path of righteousness is associated with life rather than death.,PRO-12-F10,2,righteousness;life,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-021,PRO,Proverbs,12,Proverbs 12:1;18,1;18,Hard,3,dual_reference,single_select,Which pair of references matches BOTH teachings? (1) Love of correction and instruction is linked with love of knowledge. (2) Careless words are portrayed as wounding like a weapon.,Proverbs 12:1 + Proverbs 12:18,Proverbs 12:1 + Proverbs 12:22,Proverbs 12:1 + Proverbs 12:24,Proverbs 12:1 + Proverbs 12:25,A,Proverbs 12:1 + Proverbs 12:18,Proverbs 12:1 + Proverbs 12:18,Teaching 1 maps to Proverbs 12:1; teaching 2 maps to Proverbs 12:18.,PRO-12-F01|PRO-12-F06,3,instruction;knowledge;speech;imagery,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-022,PRO,Proverbs,12,Proverbs 12:4;22,4;22,Hard,3,dual_reference,single_select,"Which pair of references matches BOTH teachings? (1) An excellent wife is pictured as a crown to her husband. (2) False speech is condemned, while truthful dealing pleases the LORD.",Proverbs 12:4 + Proverbs 12:25,Proverbs 12:4 + Proverbs 12:22,Proverbs 12:4 + Proverbs 12:24,Proverbs 12:4 + Proverbs 12:28,B,Proverbs 12:4 + Proverbs 12:22,Proverbs 12:4 + Proverbs 12:22,Teaching 1 maps to Proverbs 12:4; teaching 2 maps to Proverbs 12:22.,PRO-12-F02|PRO-12-F07,3,marriage;honor;truth;lying,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-023,PRO,Proverbs,12,Proverbs 12:10;24,10;24,Hard,3,dual_reference,single_select,Which pair of references matches BOTH teachings? (1) Righteousness includes care for animals. (2) Diligence is associated with leadership rather than forced labor.,Proverbs 12:10 + Proverbs 12:1,Proverbs 12:10 + Proverbs 12:24,Proverbs 12:10 + Proverbs 12:25,Proverbs 12:10 + Proverbs 12:28,B,Proverbs 12:10 + Proverbs 12:24,Proverbs 12:10 + Proverbs 12:24,Teaching 1 maps to Proverbs 12:10; teaching 2 maps to Proverbs 12:24.,PRO-12-F03|PRO-12-F08,3,righteousness;animals;diligence;leadership,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-024,PRO,Proverbs,12,Proverbs 12:11;25,11;25,Hard,3,dual_reference,single_select,Which pair of references matches BOTH teachings? (1) Productive labor on the land is associated with sufficient food. (2) Encouraging speech can lift a burdened heart.,Proverbs 12:11 + Proverbs 12:25,Proverbs 12:11 + Proverbs 12:28,Proverbs 12:11 + Proverbs 12:1,Proverbs 12:11 + Proverbs 12:4,A,Proverbs 12:11 + Proverbs 12:25,Proverbs 12:11 + Proverbs 12:25,Teaching 1 maps to Proverbs 12:11; teaching 2 maps to Proverbs 12:25.,PRO-12-F04|PRO-12-F09,3,work;provision;encouragement;anxiety,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-HD-025,PRO,Proverbs,12,Proverbs 12:15;28,15;28,Hard,3,dual_reference,single_select,"Which pair of references matches BOTH teachings? (1) A fool trusts his own way, while the wise listen to counsel. (2) The path of righteousness is associated with life rather than death.",Proverbs 12:15 + Proverbs 12:10,Proverbs 12:15 + Proverbs 12:1,Proverbs 12:15 + Proverbs 12:4,Proverbs 12:15 + Proverbs 12:28,D,Proverbs 12:15 + Proverbs 12:28,Proverbs 12:15 + Proverbs 12:28,Teaching 1 maps to Proverbs 12:15; teaching 2 maps to Proverbs 12:28.,PRO-12-F05|PRO-12-F10,3,fool;counsel;righteousness;life,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-001,PRO,Proverbs,12,Proverbs 12:1,1,Extreme,4,verse_precision,single_select,Identify the exact reference for this Proverbs 12 detail: Love of correction and instruction is linked with love of knowledge.,Proverbs 12:1,Proverbs 12:4,Proverbs 12:3,Proverbs 12:2,A,Proverbs 12:1,Proverbs 12:1,The detail is tied to Proverbs 12:1.,PRO-12-F01,1,instruction;knowledge,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-002,PRO,Proverbs,12,Proverbs 12:4,4,Extreme,4,verse_precision,single_select,Identify the exact reference for this Proverbs 12 detail: An excellent wife is pictured as a crown to her husband.,Proverbs 12:3,Proverbs 12:5,Proverbs 12:2,Proverbs 12:4,D,Proverbs 12:4,Proverbs 12:4,The detail is tied to Proverbs 12:4.,PRO-12-F02,1,marriage;honor,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-003,PRO,Proverbs,12,Proverbs 12:10,10,Extreme,4,verse_precision,single_select,Identify the exact reference for this Proverbs 12 detail: Righteousness includes care for animals.,Proverbs 12:9,Proverbs 12:10,Proverbs 12:11,Proverbs 12:8,B,Proverbs 12:10,Proverbs 12:10,The detail is tied to Proverbs 12:10.,PRO-12-F03,1,righteousness;animals,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-004,PRO,Proverbs,12,Proverbs 12:11,11,Extreme,4,verse_precision,single_select,Identify the exact reference for this Proverbs 12 detail: Productive labor on the land is associated with sufficient food.,Proverbs 12:12,Proverbs 12:9,Proverbs 12:10,Proverbs 12:11,D,Proverbs 12:11,Proverbs 12:11,The detail is tied to Proverbs 12:11.,PRO-12-F04,1,work;provision,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-005,PRO,Proverbs,12,Proverbs 12:15,15,Extreme,4,verse_precision,single_select,"Identify the exact reference for this Proverbs 12 detail: A fool trusts his own way, while the wise listen to counsel.",Proverbs 12:16,Proverbs 12:13,Proverbs 12:14,Proverbs 12:15,D,Proverbs 12:15,Proverbs 12:15,The detail is tied to Proverbs 12:15.,PRO-12-F05,1,fool;counsel,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-006,PRO,Proverbs,12,Proverbs 12:18,18,Extreme,4,verse_precision,single_select,Identify the exact reference for this Proverbs 12 detail: Careless words are portrayed as wounding like a weapon.,Proverbs 12:16,Proverbs 12:17,Proverbs 12:18,Proverbs 12:19,C,Proverbs 12:18,Proverbs 12:18,The detail is tied to Proverbs 12:18.,PRO-12-F06,1,speech;imagery,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-007,PRO,Proverbs,12,Proverbs 12:22,22,Extreme,4,verse_precision,single_select,"Identify the exact reference for this Proverbs 12 detail: False speech is condemned, while truthful dealing pleases the LORD.",Proverbs 12:23,Proverbs 12:20,Proverbs 12:22,Proverbs 12:21,C,Proverbs 12:22,Proverbs 12:22,The detail is tied to Proverbs 12:22.,PRO-12-F07,1,truth;lying,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-008,PRO,Proverbs,12,Proverbs 12:24,24,Extreme,4,verse_precision,single_select,Identify the exact reference for this Proverbs 12 detail: Diligence is associated with leadership rather than forced labor.,Proverbs 12:23,Proverbs 12:25,Proverbs 12:24,Proverbs 12:22,C,Proverbs 12:24,Proverbs 12:24,The detail is tied to Proverbs 12:24.,PRO-12-F08,1,diligence;leadership,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-009,PRO,Proverbs,12,Proverbs 12:25,25,Extreme,4,verse_precision,single_select,Identify the exact reference for this Proverbs 12 detail: Encouraging speech can lift a burdened heart.,Proverbs 12:25,Proverbs 12:24,Proverbs 12:23,Proverbs 12:26,A,Proverbs 12:25,Proverbs 12:25,The detail is tied to Proverbs 12:25.,PRO-12-F09,1,encouragement;anxiety,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-010,PRO,Proverbs,12,Proverbs 12:28,28,Extreme,4,verse_precision,single_select,Identify the exact reference for this Proverbs 12 detail: The path of righteousness is associated with life rather than death.,Proverbs 12:29,Proverbs 12:27,Proverbs 12:28,Proverbs 12:26,C,Proverbs 12:28,Proverbs 12:28,The detail is tied to Proverbs 12:28.,PRO-12-F10,1,righteousness;life,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-011,PRO,Proverbs,12,Proverbs 12:1;11,1;11,Extreme,4,dual_reference,single_select,Which exact pair of references matches these two details? (A) Love of correction and instruction is linked with love of knowledge. (B) Productive labor on the land is associated with sufficient food.,Proverbs 12:1 + Proverbs 12:11,Proverbs 12:1 + Proverbs 12:24,Proverbs 12:1 + Proverbs 12:18,Proverbs 12:1 + Proverbs 12:15,A,Proverbs 12:1 + Proverbs 12:11,Proverbs 12:1 + Proverbs 12:11,The two details map to Proverbs 12:1 and Proverbs 12:11.,PRO-12-F01|PRO-12-F04,2,instruction;knowledge;work;provision,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-012,PRO,Proverbs,12,Proverbs 12:4;15,4;15,Extreme,4,dual_reference,single_select,"Which exact pair of references matches these two details? (A) An excellent wife is pictured as a crown to her husband. (B) A fool trusts his own way, while the wise listen to counsel.",Proverbs 12:4 + Proverbs 12:15,Proverbs 12:4 + Proverbs 12:18,Proverbs 12:4 + Proverbs 12:25,Proverbs 12:4 + Proverbs 12:22,A,Proverbs 12:4 + Proverbs 12:15,Proverbs 12:4 + Proverbs 12:15,The two details map to Proverbs 12:4 and Proverbs 12:15.,PRO-12-F02|PRO-12-F05,2,marriage;honor;fool;counsel,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-013,PRO,Proverbs,12,Proverbs 12:10;18,10;18,Extreme,4,dual_reference,single_select,Which exact pair of references matches these two details? (A) Righteousness includes care for animals. (B) Careless words are portrayed as wounding like a weapon.,Proverbs 12:10 + Proverbs 12:28,Proverbs 12:10 + Proverbs 12:18,Proverbs 12:10 + Proverbs 12:22,Proverbs 12:10 + Proverbs 12:24,B,Proverbs 12:10 + Proverbs 12:18,Proverbs 12:10 + Proverbs 12:18,The two details map to Proverbs 12:10 and Proverbs 12:18.,PRO-12-F03|PRO-12-F06,2,righteousness;animals;speech;imagery,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-014,PRO,Proverbs,12,Proverbs 12:11;22,11;22,Extreme,4,dual_reference,single_select,"Which exact pair of references matches these two details? (A) Productive labor on the land is associated with sufficient food. (B) False speech is condemned, while truthful dealing pleases the LORD.",Proverbs 12:11 + Proverbs 12:22,Proverbs 12:11 + Proverbs 12:24,Proverbs 12:11 + Proverbs 12:1,Proverbs 12:11 + Proverbs 12:25,A,Proverbs 12:11 + Proverbs 12:22,Proverbs 12:11 + Proverbs 12:22,The two details map to Proverbs 12:11 and Proverbs 12:22.,PRO-12-F04|PRO-12-F07,2,work;provision;truth;lying,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-015,PRO,Proverbs,12,Proverbs 12:15;24,15;24,Extreme,4,dual_reference,single_select,"Which exact pair of references matches these two details? (A) A fool trusts his own way, while the wise listen to counsel. (B) Diligence is associated with leadership rather than forced labor.",Proverbs 12:15 + Proverbs 12:28,Proverbs 12:15 + Proverbs 12:24,Proverbs 12:15 + Proverbs 12:25,Proverbs 12:15 + Proverbs 12:4,B,Proverbs 12:15 + Proverbs 12:24,Proverbs 12:15 + Proverbs 12:24,The two details map to Proverbs 12:15 and Proverbs 12:24.,PRO-12-F05|PRO-12-F08,2,fool;counsel;diligence;leadership,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-016,PRO,Proverbs,12,Proverbs 12:18;25,18;25,Extreme,4,dual_reference,single_select,Which exact pair of references matches these two details? (A) Careless words are portrayed as wounding like a weapon. (B) Encouraging speech can lift a burdened heart.,Proverbs 12:18 + Proverbs 12:25,Proverbs 12:18 + Proverbs 12:10,Proverbs 12:18 + Proverbs 12:28,Proverbs 12:18 + Proverbs 12:1,A,Proverbs 12:18 + Proverbs 12:25,Proverbs 12:18 + Proverbs 12:25,The two details map to Proverbs 12:18 and Proverbs 12:25.,PRO-12-F06|PRO-12-F09,2,speech;imagery;encouragement;anxiety,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-017,PRO,Proverbs,12,Proverbs 12:22;28,22;28,Extreme,4,dual_reference,single_select,"Which exact pair of references matches these two details? (A) False speech is condemned, while truthful dealing pleases the LORD. (B) The path of righteousness is associated with life rather than death.",Proverbs 12:22 + Proverbs 12:1,Proverbs 12:22 + Proverbs 12:4,Proverbs 12:22 + Proverbs 12:28,Proverbs 12:22 + Proverbs 12:11,C,Proverbs 12:22 + Proverbs 12:28,Proverbs 12:22 + Proverbs 12:28,The two details map to Proverbs 12:22 and Proverbs 12:28.,PRO-12-F07|PRO-12-F10,2,truth;lying;righteousness;life,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-018,PRO,Proverbs,12,Proverbs 12:24;1,24;1,Extreme,4,dual_reference,single_select,Which exact pair of references matches these two details? (A) Diligence is associated with leadership rather than forced labor. (B) Love of correction and instruction is linked with love of knowledge.,Proverbs 12:24 + Proverbs 12:10,Proverbs 12:24 + Proverbs 12:4,Proverbs 12:24 + Proverbs 12:15,Proverbs 12:24 + Proverbs 12:1,D,Proverbs 12:24 + Proverbs 12:1,Proverbs 12:24 + Proverbs 12:1,The two details map to Proverbs 12:24 and Proverbs 12:1.,PRO-12-F08|PRO-12-F01,2,diligence;leadership;instruction;knowledge,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-019,PRO,Proverbs,12,Proverbs 12:25;4,25;4,Extreme,4,dual_reference,single_select,Which exact pair of references matches these two details? (A) Encouraging speech can lift a burdened heart. (B) An excellent wife is pictured as a crown to her husband.,Proverbs 12:25 + Proverbs 12:10,Proverbs 12:25 + Proverbs 12:4,Proverbs 12:25 + Proverbs 12:18,Proverbs 12:25 + Proverbs 12:11,B,Proverbs 12:25 + Proverbs 12:4,Proverbs 12:25 + Proverbs 12:4,The two details map to Proverbs 12:25 and Proverbs 12:4.,PRO-12-F09|PRO-12-F02,2,encouragement;anxiety;marriage;honor,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-020,PRO,Proverbs,12,Proverbs 12:28;10,28;10,Extreme,4,dual_reference,single_select,Which exact pair of references matches these two details? (A) The path of righteousness is associated with life rather than death. (B) Righteousness includes care for animals.,Proverbs 12:28 + Proverbs 12:10,Proverbs 12:28 + Proverbs 12:11,Proverbs 12:28 + Proverbs 12:15,Proverbs 12:28 + Proverbs 12:22,A,Proverbs 12:28 + Proverbs 12:10,Proverbs 12:28 + Proverbs 12:10,The two details map to Proverbs 12:28 and Proverbs 12:10.,PRO-12-F10|PRO-12-F03,2,righteousness;life;righteousness;animals,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-021,PRO,Proverbs,12,Proverbs 12:1;11;22,1;11;22,Extreme,4,triple_reference_match,single_select,"Match all three teachings to their references. 1) Love of correction and instruction is linked with love of knowledge. 2) Productive labor on the land is associated with sufficient food. 3) False speech is condemned, while truthful dealing pleases the LORD.",1→Proverbs 12:11; 2→Proverbs 12:1; 3→Proverbs 12:22,1→Proverbs 12:22; 2→Proverbs 12:11; 3→Proverbs 12:1,1→Proverbs 12:1; 2→Proverbs 12:11; 3→Proverbs 12:22,1→Proverbs 12:1; 2→Proverbs 12:22; 3→Proverbs 12:11,C,1→Proverbs 12:1; 2→Proverbs 12:11; 3→Proverbs 12:22,1→Proverbs 12:1; 2→Proverbs 12:11; 3→Proverbs 12:22,1 maps to Proverbs 12:1; 2 maps to Proverbs 12:11; 3 maps to Proverbs 12:22.,PRO-12-F01|PRO-12-F04|PRO-12-F07,3,instruction;knowledge;work;provision;truth;lying,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-022,PRO,Proverbs,12,Proverbs 12:4;15;24,4;15;24,Extreme,4,triple_reference_match,single_select,"Match all three teachings to their references. 1) An excellent wife is pictured as a crown to her husband. 2) A fool trusts his own way, while the wise listen to counsel. 3) Diligence is associated with leadership rather than forced labor.",1→Proverbs 12:24; 2→Proverbs 12:15; 3→Proverbs 12:4,1→Proverbs 12:4; 2→Proverbs 12:15; 3→Proverbs 12:24,1→Proverbs 12:4; 2→Proverbs 12:24; 3→Proverbs 12:15,1→Proverbs 12:15; 2→Proverbs 12:4; 3→Proverbs 12:24,B,1→Proverbs 12:4; 2→Proverbs 12:15; 3→Proverbs 12:24,1→Proverbs 12:4; 2→Proverbs 12:15; 3→Proverbs 12:24,1 maps to Proverbs 12:4; 2 maps to Proverbs 12:15; 3 maps to Proverbs 12:24.,PRO-12-F02|PRO-12-F05|PRO-12-F08,3,marriage;honor;fool;counsel;diligence;leadership,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-023,PRO,Proverbs,12,Proverbs 12:10;18;25,10;18;25,Extreme,4,triple_reference_match,single_select,Match all three teachings to their references. 1) Righteousness includes care for animals. 2) Careless words are portrayed as wounding like a weapon. 3) Encouraging speech can lift a burdened heart.,1→Proverbs 12:10; 2→Proverbs 12:25; 3→Proverbs 12:18,1→Proverbs 12:25; 2→Proverbs 12:18; 3→Proverbs 12:10,1→Proverbs 12:18; 2→Proverbs 12:10; 3→Proverbs 12:25,1→Proverbs 12:10; 2→Proverbs 12:18; 3→Proverbs 12:25,D,1→Proverbs 12:10; 2→Proverbs 12:18; 3→Proverbs 12:25,1→Proverbs 12:10; 2→Proverbs 12:18; 3→Proverbs 12:25,1 maps to Proverbs 12:10; 2 maps to Proverbs 12:18; 3 maps to Proverbs 12:25.,PRO-12-F03|PRO-12-F06|PRO-12-F09,3,righteousness;animals;speech;imagery;encouragement;anxiety,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
PRO-12-EX-024,PRO,Proverbs,12,Proverbs 12:11;22;28,11;22;28,Extreme,4,triple_reference_match,single_select,"Match all three teachings to their references. 1) Productive labor on the land is associated with sufficient food. 2) False speech is condemned, while truthful dealing pleases the LORD. 3) The path of righteousness is associated with life rather than death.",1→Proverbs 12:11; 2→Proverbs 12:22; 3→Proverbs 12:28,1→Proverbs 12:22; 2→Proverbs 12:11; 3→Proverbs 12:28,1→Proverbs 12:11; 2→Proverbs 12:28; 3→Proverbs 12:22,1→Proverbs 12:28; 2→Proverbs 12:22; 3→Proverbs 12:11,A,1→Proverbs 12:11; 2→Proverbs 12:22; 3→Proverbs 12:28,1→Proverbs 12:11; 2→Proverbs 12:22; 3→Proverbs 12:28,1 maps to Proverbs 12:11; 2 maps to Proverbs 12:22; 3 maps to Proverbs 12:28.,PRO-12-F04|PRO-12-F07|PRO-12-F10,3,work;provision;truth;lying;righteousness;life,NKJV,Paraphrased from NKJV reference; no bulk verse text stored,https://www.biblegateway.com/passage/?search=Proverbs+12&version=NKJV,source-grounded-v1,TRUE
